2 10 10 321 5 1140 0 0 600 90
0	37.75139	-122.39435	0	0	540.0	1140.0
1	37.71202	-122.21173	0	3	599.0	659.0
2	37.7907	-122.39676	0	3	665.0	725.0
3	37.77682	-122.39465	0	3	551.0	611.0
4	37.78502	-122.40924	0	3	952.0	1012.0
5	37.77353	-122.40157	0	3	893.0	953.0
6	37.61562	-122.38956	0	3	996.0	1056.0
7	37.76423	-122.46149	0	3	688.0	748.0
8	37.76909	-122.42012	0	3	717.0	777.0
9	37.78168	-122.41884	0	3	895.0	955.0
10	37.78749	-122.41401	0	3	889.0	949.0
11	37.78366	-122.43844	0	3	702.0	762.0
12	37.79094	-122.43257	0	3	720.0	780.0
13	37.80059	-122.43453	0	3	769.0	829.0
14	37.80834	-122.4099	0	3	751.0	811.0
15	37.79154	-122.4349	0	3	587.0	647.0
16	37.76734	-122.3904	0	3	902.0	962.0
17	37.80137	-122.43218	0	3	800.0	860.0
18	37.78015	-122.39005	0	3	888.0	948.0
19	37.78814	-122.40872	0	3	994.0	1054.0
20	37.80387	-122.41326	0	3	546.0	606.0
21	37.77194	-122.41403	0	3	544.0	604.0
22	37.78936	-122.40688	0	3	860.0	920.0
23	37.77799	-122.40736	0	3	702.0	762.0
24	37.79511	-122.2784	0	3	750.0	810.0
25	37.7906	-122.40708	0	3	571.0	631.0
26	37.77264	-122.40984	0	3	978.0	1038.0
27	37.77717	-122.40376	0	3	606.0	666.0
28	37.61802	-122.38587	0	3	601.0	661.0
29	37.79167	-122.39834	0	3	933.0	993.0
30	37.7859	-122.39239	0	3	750.0	810.0
31	37.5306	-122.26198	0	3	766.0	826.0
32	37.78231	-122.41814	0	3	694.0	754.0
33	37.79474	-122.40187	0	3	722.0	782.0
34	37.79067	-122.43246	0	3	584.0	644.0
35	37.78139	-122.47828	0	3	688.0	748.0
36	37.79026	-122.4162	0	3	811.0	871.0
37	37.78825	-122.4104	0	3	949.0	1009.0
38	37.81742	-122.37209	0	3	599.0	659.0
39	37.78589	-122.39683	0	3	874.0	934.0
40	37.77358	-122.44019	0	3	581.0	641.0
41	37.75501	-122.41555	0	1	540	1020
42	37.74288	-122.47822	0	1	540	1020
43	37.80571	-122.41296	0	1	540	1020
44	37.78564	-122.39786	0	1	540	1020
45	37.78862	-122.40624	0	1	540	1020
46	37.76037	-122.38802	0	1	540	1020
47	37.79539	-122.39744	0	1	540	1020
48	37.78412	-122.40753	0	1	540	1020
49	37.75012	-122.39531	0	1	540	1020
50	37.75272	-122.41422	0	1	540	1020
51	37.77847	-122.41532	0	1	540	1020
52	37.77472	-122.41172	0	1	540	1020
53	37.79883	-122.42226	0	1	540	1020
54	37.77964	-122.39151	0	1	540	1020
55	37.80405	-122.41121	0	1	540	1020
56	37.78931	-122.41566	0	1	540	1020
57	37.77794	-122.43766	0	1	540	1020
58	37.78647	-122.45273	0	1	540	1020
59	37.78331	-122.40593	0	1	540	1020
60	37.78059	-122.42956	0	1	540	1020
61	37.77156	-122.39874	0	-3	679.0	769.0
62	37.78925	-122.40698	0	-3	673.0	763.0
63	37.77717	-122.39481	0	-3	552.0	642.0
64	37.78844	-122.40706	0	-3	956.0	1046.0
65	37.78479	-122.40908	0	-3	904.0	994.0
66	37.61502	-122.39011	0	-3	1041.0	1131.0
67	37.77445	-122.45386	0	-3	706.0	796.0
68	37.77157	-122.43462	0	-3	728.0	818.0
69	37.78564	-122.41378	0	-3	900.0	990.0
70	37.78996	-122.4058	0	-3	893.0	983.0
71	37.78539	-122.43089	0	-3	704.0	794.0
72	37.79096	-122.43258	0	-3	721.0	811.0
73	37.79616	-122.42775	0	-3	777.0	867.0
74	37.80007	-122.40994	0	-3	757.0	847.0
75	37.78667	-122.41313	0	-3	600.0	690.0
76	37.78854	-122.40578	0	-3	924.0	1014.0
